order_id,order_date,customer_id,customer_segment,region,marketing_channel,product_id,product_name,category,tier,units_sold,standard_price,discount_pct,final_price,revenue,cost,profit,profit_margin_pct,returned,customer_rating,month,month_num,discount_band,adjusted_profit,unit_cost,seasonality_multiplier,channel_discount_multiplier,category_cost_multiplier,discount_effect,return_probability
ORD003657,2024-10-11,CUST00900,Repeat,Scotland,Organic,SKU059,Massage Ball Mid,Fitness,Mid,2,31.77,5,34.02,68.03,35.51,32.52,0.48,0,4,October,10,1-5%,32.52,18.69,1.12,0.88,0.95,0.956,0.05
ORD003657,2024-10-11,CUST00900,Repeat,Scotland,Organic,SKU066,Gym Gloves Premium,Fitness,Premium,1,58.6,0,65.63,65.63,23.23,42.4,0.65,0,5,October,10,No Discount,42.4,24.45,1.12,0.88,0.95,1.0,0.05
ORD003657,2024-10-11,CUST00900,Repeat,Scotland,Organic,SKU112,Collapsible Bowl Budget,Pet Supplies,Budget,3,10.46,15,10.17,30.51,23.73,6.78,0.22,0,3,October,10,11-15%,6.78,8.07,1.12,0.88,0.98,0.868,0.05
ORD003658,2024-12-23,CUST00900,Repeat,Scotland,Facebook Ads,SKU056,Resistance Bands Mid,Fitness,Mid,1,34.67,5,40.01,40.01,23.42,16.6,0.41,0,5,December,12,1-5%,16.6,24.65,1.22,1.08,0.95,0.946,0.08
ORD003658,2024-12-23,CUST00900,Repeat,Scotland,Facebook Ads,SKU089,Nail Kit Mid,Beauty,Mid,3,37.02,5,42.73,128.18,52.06,76.12,0.59,0,3,December,12,1-5%,76.12,19.28,1.22,1.08,0.9,0.946,0.08
ORD003658,2024-12-23,CUST00900,Repeat,Scotland,Facebook Ads,SKU032,Kitchen Scale Mid,Home & Kitchen,Mid,1,30.21,5,34.87,34.87,21.19,13.68,0.39,0,3,December,12,1-5%,13.68,21.19,1.22,1.08,1.0,0.946,0.08
ORD003659,2024-01-09,CUST00900,Repeat,Scotland,Google Ads,SKU007,Bluetooth Speaker Budget,Electronics,Budget,1,11.05,5,8.59,8.59,8.89,-0.3,-0.04,0,4,January,1,1-5%,-0.3,8.23,0.82,1.05,1.08,0.9475,0.07
ORD003659,2024-01-09,CUST00900,Repeat,Scotland,Google Ads,SKU040,Dish Rack Budget,Home & Kitchen,Budget,3,9.95,0,8.16,24.48,24.36,0.12,0.0,0,5,January,1,No Discount,0.12,8.12,0.82,1.05,1.0,1.0,0.07
ORD003659,2024-01-09,CUST00900,Repeat,Scotland,Google Ads,SKU075,Face Serum Premium,Beauty,Premium,1,89.3,15,61.69,61.69,50.56,11.13,0.18,0,5,January,1,11-15%,11.13,56.18,0.82,1.05,0.9,0.8425,0.07
ORD003659,2024-01-09,CUST00900,Repeat,Scotland,Google Ads,SKU057,Resistance Bands Premium,Fitness,Premium,3,63.71,0,52.24,156.73,96.53,60.2,0.38,0,5,January,1,No Discount,60.2,33.87,0.82,1.05,0.95,1.0,0.07
ORD003660,2024-07-10,CUST00901,New,Scotland,Affiliate,SKU037,Food Container Set Budget,Home & Kitchen,Budget,3,11.25,5,10.68,32.03,22.8,9.23,0.29,0,4,July,7,1-5%,9.23,7.6,1.0,1.02,1.0,0.949,0.07
ORD003660,2024-07-10,CUST00901,New,Scotland,Affiliate,SKU009,Bluetooth Speaker Premium,Electronics,Premium,3,88.48,5,83.97,251.9,122.21,129.69,0.51,0,5,July,7,1-5%,129.69,37.72,1.0,1.02,1.08,0.949,0.07
ORD003660,2024-07-10,CUST00901,New,Scotland,Affiliate,SKU114,Collapsible Bowl Premium,Pet Supplies,Premium,2,80.85,0,80.85,161.7,76.52,85.18,0.53,0,5,July,7,No Discount,85.18,39.04,1.0,1.02,0.98,1.0,0.07
ORD003660,2024-07-10,CUST00901,New,Scotland,Affiliate,SKU007,Bluetooth Speaker Budget,Electronics,Budget,2,11.05,5,10.49,20.97,17.78,3.2,0.15,0,5,July,7,1-5%,3.2,8.23,1.0,1.02,1.08,0.949,0.07
ORD003661,2024-09-18,CUST00902,New,North West,Email,SKU106,Treat Pouch Budget,Pet Supplies,Budget,3,15.13,10,14.56,43.69,32.46,11.23,0.26,0,3,September,9,6-10%,11.23,11.04,1.06,0.92,0.98,0.908,0.04
ORD003661,2024-09-18,CUST00902,New,North West,Email,SKU110,Training Pads Mid,Pet Supplies,Mid,3,20.81,10,20.03,60.09,36.13,23.96,0.4,1,5,September,9,6-10%,-11.98,12.29,1.06,0.92,0.98,0.908,0.04
ORD003661,2024-09-18,CUST00902,New,North West,Email,SKU089,Nail Kit Mid,Beauty,Mid,2,37.02,10,35.63,71.26,34.7,36.56,0.51,1,5,September,9,6-10%,-18.28,19.28,1.06,0.92,0.9,0.908,0.04
ORD003661,2024-09-18,CUST00902,New,North West,Email,SKU094,Facial Roller Budget,Beauty,Budget,3,15.55,10,14.97,44.9,32.91,11.99,0.27,0,5,September,9,6-10%,11.99,12.19,1.06,0.92,0.9,0.908,0.04
ORD003662,2024-09-22,CUST00903,Repeat,South East,TikTok,SKU012,Laptop Stand Premium,Electronics,Premium,1,43.73,15,38.36,38.36,28.35,10.01,0.26,0,5,September,9,11-15%,10.01,26.25,1.06,1.15,1.08,0.8275,0.11
ORD003662,2024-09-22,CUST00903,Repeat,South East,TikTok,SKU104,Pet Blanket Mid,Pet Supplies,Mid,3,34.46,10,32.33,96.98,65.44,31.54,0.33,0,4,September,9,6-10%,31.54,22.26,1.06,1.15,0.98,0.885,0.11
ORD003662,2024-09-22,CUST00903,Repeat,South East,TikTok,SKU031,Kitchen Scale Budget,Home & Kitchen,Budget,2,11.41,10,10.7,21.41,15.3,6.11,0.29,0,5,September,9,6-10%,6.11,7.65,1.06,1.15,1.0,0.885,0.11
ORD003663,2024-03-01,CUST00903,Repeat,South East,Google Ads,SKU072,Skipping Rope Premium,Fitness,Premium,1,57.55,5,50.17,50.17,25.13,25.04,0.5,0,5,March,3,1-5%,25.04,26.45,0.92,1.05,0.95,0.9475,0.07
ORD003664,2024-11-15,CUST00903,Repeat,South East,Facebook Ads,SKU024,LED Desk Lamp Premium,Electronics,Premium,2,88.12,5,106.7,213.41,109.4,104.0,0.49,0,5,November,11,1-5%,104.0,50.65,1.28,1.08,1.08,0.946,0.08
ORD003665,2024-09-18,CUST00903,Repeat,South East,Organic,SKU059,Massage Ball Mid,Fitness,Mid,1,31.77,0,33.68,33.68,17.76,15.92,0.47,0,4,September,9,No Discount,15.92,18.69,1.06,0.88,0.95,1.0,0.05
ORD003665,2024-09-18,CUST00903,Repeat,South East,Organic,SKU086,Hair Towel Mid,Beauty,Mid,2,27.2,5,27.56,55.13,34.81,20.31,0.37,0,5,September,9,1-5%,20.31,19.34,1.06,0.88,0.9,0.956,0.05
ORD003665,2024-09-18,CUST00903,Repeat,South East,Organic,SKU094,Facial Roller Budget,Beauty,Budget,1,15.55,0,16.48,16.48,10.97,5.51,0.33,0,4,September,9,No Discount,5.51,12.19,1.06,0.88,0.9,1.0,0.05
ORD003665,2024-09-18,CUST00903,Repeat,South East,Organic,SKU088,Nail Kit Budget,Beauty,Budget,1,17.7,10,17.11,17.11,11.79,5.32,0.31,0,3,September,9,6-10%,5.32,13.1,1.06,0.88,0.9,0.912,0.05
ORD003666,2024-09-09,CUST00903,Repeat,South East,Organic,SKU106,Treat Pouch Budget,Pet Supplies,Budget,1,15.13,10,14.63,14.63,10.82,3.81,0.26,0,5,September,9,6-10%,3.81,11.04,1.06,0.88,0.98,0.912,0.05
ORD003667,2024-12-16,CUST00903,Repeat,South East,Email,SKU034,Coffee Grinder Budget,Home & Kitchen,Budget,1,16.87,5,19.63,19.63,13.59,6.04,0.31,0,5,December,12,1-5%,6.04,13.59,1.22,0.92,1.0,0.954,0.04
ORD003668,2024-01-10,CUST00904,Repeat,Midlands,Google Ads,SKU057,Resistance Bands Premium,Fitness,Premium,2,63.71,10,46.76,93.51,64.35,29.16,0.31,0,4,January,1,6-10%,29.16,33.87,0.82,1.05,0.95,0.895,0.07
ORD003668,2024-01-10,CUST00904,Repeat,Midlands,Google Ads,SKU093,Travel Toiletry Bag Premium,Beauty,Premium,1,83.83,0,68.74,68.74,48.5,20.24,0.29,0,4,January,1,No Discount,20.24,53.89,0.82,1.05,0.9,1.0,0.07
ORD003669,2024-01-11,CUST00904,Repeat,Midlands,Affiliate,SKU066,Gym Gloves Premium,Fitness,Premium,1,58.6,15,40.7,40.7,23.23,17.47,0.43,0,5,January,1,11-15%,17.47,24.45,0.82,1.02,0.95,0.847,0.07
ORD003669,2024-01-11,CUST00904,Repeat,Midlands,Affiliate,SKU027,Air Fryer Liners Premium,Home & Kitchen,Premium,1,51.88,5,40.37,40.37,25.52,14.85,0.37,0,3,January,1,1-5%,14.85,25.52,0.82,1.02,1.0,0.949,0.07
ORD003669,2024-01-11,CUST00904,Repeat,Midlands,Affiliate,SKU069,Protein Shaker Premium,Fitness,Premium,2,55.97,5,43.55,87.11,53.86,33.24,0.38,0,4,January,1,1-5%,33.24,28.35,0.82,1.02,0.95,0.949,0.07
ORD003669,2024-01-11,CUST00904,Repeat,Midlands,Affiliate,SKU039,Food Container Set Premium,Home & Kitchen,Premium,3,79.74,0,65.39,196.16,126.03,70.13,0.36,0,3,January,1,No Discount,70.13,42.01,0.82,1.02,1.0,1.0,0.07
ORD003670,2024-02-20,CUST00904,Repeat,Midlands,Google Ads,SKU108,Treat Pouch Premium,Pet Supplies,Premium,3,45.99,0,39.55,118.65,64.92,53.74,0.45,0,5,February,2,No Discount,53.74,22.08,0.86,1.05,0.98,1.0,0.07
ORD003670,2024-02-20,CUST00904,Repeat,Midlands,Google Ads,SKU117,Pet Grooming Glove Premium,Pet Supplies,Premium,3,47.72,0,41.04,123.12,89.38,33.74,0.27,0,3,February,2,No Discount,33.74,30.4,0.86,1.05,0.98,1.0,0.07
ORD003670,2024-02-20,CUST00904,Repeat,Midlands,Google Ads,SKU022,LED Desk Lamp Budget,Electronics,Budget,3,16.18,0,13.91,41.74,38.43,3.32,0.08,0,4,February,2,No Discount,3.32,11.86,0.86,1.05,1.08,1.0,0.07
ORD003670,2024-02-20,CUST00904,Repeat,Midlands,Google Ads,SKU103,Pet Blanket Budget,Pet Supplies,Budget,2,14.28,0,12.28,24.56,18.56,6.0,0.24,0,4,February,2,No Discount,6.0,9.47,0.86,1.05,0.98,1.0,0.07
ORD003671,2024-07-14,CUST00904,Repeat,Midlands,Affiliate,SKU020,Portable Power Bank Mid,Electronics,Mid,3,37.17,10,33.38,100.14,65.22,34.91,0.35,0,5,July,7,6-10%,34.91,20.13,1.0,1.02,1.08,0.898,0.07
ORD003671,2024-07-14,CUST00904,Repeat,Midlands,Affiliate,SKU068,Protein Shaker Mid,Fitness,Mid,2,36.18,0,36.18,72.36,44.14,28.22,0.39,0,4,July,7,No Discount,28.22,23.23,1.0,1.02,0.95,1.0,0.07
ORD003671,2024-07-14,CUST00904,Repeat,Midlands,Affiliate,SKU011,Laptop Stand Mid,Electronics,Mid,2,23.97,0,23.97,47.94,34.37,13.57,0.28,0,5,July,7,No Discount,13.57,15.91,1.0,1.02,1.08,1.0,0.07
ORD003672,2024-04-21,CUST00904,Repeat,Midlands,Facebook Ads,SKU007,Bluetooth Speaker Budget,Electronics,Budget,1,11.05,5,10.04,10.04,8.89,1.15,0.11,0,4,April,4,1-5%,1.15,8.23,0.96,1.08,1.08,0.946,0.08
ORD003672,2024-04-21,CUST00904,Repeat,Midlands,Facebook Ads,SKU076,LED Mirror Budget,Beauty,Budget,2,15.77,10,13.5,27.01,18.9,8.11,0.3,0,4,April,4,6-10%,8.11,10.5,0.96,1.08,0.9,0.892,0.08
ORD003672,2024-04-21,CUST00904,Repeat,Midlands,Facebook Ads,SKU044,Reusable Water Bottle Mid,Home & Kitchen,Mid,1,20.14,10,17.25,17.25,13.94,3.31,0.19,0,5,April,4,6-10%,3.31,13.94,0.96,1.08,1.0,0.892,0.08
ORD003673,2024-01-20,CUST00905,Repeat,North West,Organic,SKU100,Cat Brush Budget,Pet Supplies,Budget,3,16.97,0,13.92,41.75,39.45,2.29,0.05,0,5,January,1,No Discount,2.29,13.42,0.82,0.88,0.98,1.0,0.05
ORD003673,2024-01-20,CUST00905,Repeat,North West,Organic,SKU111,Training Pads Premium,Pet Supplies,Premium,1,70.29,5,55.1,55.1,42.14,12.96,0.24,0,5,January,1,1-5%,12.96,43.0,0.82,0.88,0.98,0.956,0.05
ORD003673,2024-01-20,CUST00905,Repeat,North West,Organic,SKU059,Massage Ball Mid,Fitness,Mid,2,31.77,10,23.76,47.52,35.51,12.01,0.25,0,5,January,1,6-10%,12.01,18.69,0.82,0.88,0.95,0.912,0.05
ORD003673,2024-01-20,CUST00905,Repeat,North West,Organic,SKU007,Bluetooth Speaker Budget,Electronics,Budget,1,11.05,0,9.06,9.06,8.89,0.17,0.02,0,5,January,1,No Discount,0.17,8.23,0.82,0.88,1.08,1.0,0.05
ORD003674,2024-08-23,CUST00905,Repeat,North West,Email,SKU013,Webcam Budget,Electronics,Budget,1,8.06,0,7.9,7.9,6.06,1.84,0.23,0,5,August,8,No Discount,1.84,5.61,0.98,0.92,1.08,1.0,0.04
ORD003674,2024-08-23,CUST00905,Repeat,North West,Email,SKU030,Storage Basket Premium,Home & Kitchen,Premium,2,74.55,5,69.7,139.4,91.78,47.62,0.34,0,3,August,8,1-5%,47.62,45.89,0.98,0.92,1.0,0.954,0.04
ORD003675,2024-09-03,CUST00905,Repeat,North West,Email,SKU057,Resistance Bands Premium,Fitness,Premium,3,63.71,5,64.43,193.28,96.53,96.75,0.5,1,4,September,9,1-5%,-48.37,33.87,1.06,0.92,0.95,0.954,0.04
ORD003675,2024-09-03,CUST00905,Repeat,North West,Email,SKU117,Pet Grooming Glove Premium,Pet Supplies,Premium,2,47.72,10,45.93,91.86,59.58,32.28,0.35,0,3,September,9,6-10%,32.28,30.4,1.06,0.92,0.98,0.908,0.04
ORD003675,2024-09-03,CUST00905,Repeat,North West,Email,SKU067,Protein Shaker Budget,Fitness,Budget,1,16.58,5,16.77,16.77,10.9,5.87,0.35,0,5,September,9,1-5%,5.87,11.47,1.06,0.92,0.95,0.954,0.04
ORD003675,2024-09-03,CUST00905,Repeat,North West,Email,SKU048,Spice Rack Premium,Home & Kitchen,Premium,1,68.91,5,69.68,69.68,35.45,34.23,0.49,0,5,September,9,1-5%,34.23,35.45,1.06,0.92,1.0,0.954,0.04
ORD003676,2024-04-14,CUST00905,Repeat,North West,Facebook Ads,SKU062,Ankle Weights Mid,Fitness,Mid,2,37.92,0,36.4,72.81,50.43,22.38,0.31,0,5,April,4,No Discount,22.38,26.54,0.96,1.08,0.95,1.0,0.08
ORD003677,2024-12-27,CUST00905,Repeat,North West,Email,SKU087,Hair Towel Premium,Beauty,Premium,1,89.36,5,104.0,104.0,44.62,59.38,0.57,0,5,December,12,1-5%,59.38,49.58,1.22,0.92,0.9,0.954,0.04
ORD003677,2024-12-27,CUST00905,Repeat,North West,Email,SKU044,Reusable Water Bottle Mid,Home & Kitchen,Mid,1,20.14,5,23.44,23.44,13.94,9.5,0.41,0,3,December,12,1-5%,9.5,13.94,1.22,0.92,1.0,0.954,0.04
ORD003678,2024-08-12,CUST00905,Repeat,North West,Google Ads,SKU019,Portable Power Bank Budget,Electronics,Budget,3,10.29,0,10.08,30.25,26.41,3.85,0.13,0,5,August,8,No Discount,3.85,8.15,0.98,1.05,1.08,1.0,0.07
ORD003679,2024-02-24,CUST00906,Repeat,London,Email,SKU067,Protein Shaker Budget,Fitness,Budget,1,16.58,0,14.26,14.26,10.9,3.36,0.24,0,4,February,2,No Discount,3.36,11.47,0.86,0.92,0.95,1.0,0.04
ORD003679,2024-02-24,CUST00906,Repeat,London,Email,SKU073,Face Serum Budget,Beauty,Budget,3,14.18,0,12.19,36.58,26.84,9.75,0.27,0,5,February,2,No Discount,9.75,9.94,0.86,0.92,0.9,1.0,0.04
ORD003679,2024-02-24,CUST00906,Repeat,London,Email,SKU085,Hair Towel Budget,Beauty,Budget,1,14.85,10,11.6,11.6,9.09,2.51,0.22,0,4,February,2,6-10%,2.51,10.1,0.86,0.92,0.9,0.908,0.04
ORD003679,2024-02-24,CUST00906,Repeat,London,Email,SKU108,Treat Pouch Premium,Pet Supplies,Premium,1,45.99,0,39.55,39.55,21.64,17.91,0.45,0,5,February,2,No Discount,17.91,22.08,0.86,0.92,0.98,1.0,0.04
ORD003680,2024-09-29,CUST00906,Repeat,London,Google Ads,SKU094,Facial Roller Budget,Beauty,Budget,3,15.55,0,16.48,49.45,32.91,16.54,0.33,0,5,September,9,No Discount,16.54,12.19,1.06,1.05,0.9,1.0,0.07
ORD003680,2024-09-29,CUST00906,Repeat,London,Google Ads,SKU105,Pet Blanket Premium,Pet Supplies,Premium,3,63.13,5,63.4,190.21,108.93,81.29,0.43,0,5,September,9,1-5%,81.29,37.05,1.06,1.05,0.98,0.9475,0.07
ORD003680,2024-09-29,CUST00906,Repeat,London,Google Ads,SKU091,Travel Toiletry Bag Budget,Beauty,Budget,2,17.54,5,17.62,35.23,22.28,12.95,0.37,0,4,September,9,1-5%,12.95,12.38,1.06,1.05,0.9,0.9475,0.07
ORD003680,2024-09-29,CUST00906,Repeat,London,Google Ads,SKU014,Webcam Mid,Electronics,Mid,1,20.55,15,18.35,18.35,14.52,3.84,0.21,0,5,September,9,11-15%,3.84,13.44,1.06,1.05,1.08,0.8425,0.07
ORD003681,2024-09-26,CUST00906,Repeat,London,Facebook Ads,SKU118,Litter Mat Budget,Pet Supplies,Budget,1,11.37,0,12.05,12.05,7.26,4.79,0.4,1,4,September,9,No Discount,-2.4,7.41,1.06,1.08,0.98,1.0,0.08
ORD003681,2024-09-26,CUST00906,Repeat,London,Facebook Ads,SKU009,Bluetooth Speaker Premium,Electronics,Premium,2,88.48,15,78.6,157.19,81.48,75.71,0.48,0,4,September,9,11-15%,75.71,37.72,1.06,1.08,1.08,0.838,0.08
ORD003682,2024-04-06,CUST00906,Repeat,London,Organic,SKU044,Reusable Water Bottle Mid,Home & Kitchen,Mid,3,20.14,5,18.48,55.45,41.82,13.63,0.25,0,5,April,4,1-5%,13.63,13.94,0.96,0.88,1.0,0.956,0.05
ORD003682,2024-04-06,CUST00906,Repeat,London,Organic,SKU116,Pet Grooming Glove Mid,Pet Supplies,Mid,2,27.36,5,25.11,50.22,37.38,12.84,0.26,0,5,April,4,1-5%,12.84,19.07,0.96,0.88,0.98,0.956,0.05
ORD003682,2024-04-06,CUST00906,Repeat,London,Organic,SKU053,Foam Roller Mid,Fitness,Mid,2,39.18,0,37.61,75.23,47.5,27.73,0.37,0,5,April,4,No Discount,27.73,25.0,0.96,0.88,0.95,1.0,0.05
ORD003683,2024-02-04,CUST00906,Repeat,London,TikTok,SKU029,Storage Basket Mid,Home & Kitchen,Mid,3,31.0,5,25.13,75.38,57.42,17.96,0.24,0,5,February,2,1-5%,17.96,19.14,0.86,1.15,1.0,0.9425,0.11
ORD003683,2024-02-04,CUST00906,Repeat,London,TikTok,SKU080,Makeup Organiser Mid,Beauty,Mid,3,39.85,5,32.3,96.9,56.59,40.31,0.42,0,4,February,2,1-5%,40.31,20.96,0.86,1.15,0.9,0.9425,0.11
ORD003684,2024-11-22,CUST00907,Repeat,Wales,TikTok,SKU022,LED Desk Lamp Budget,Electronics,Budget,3,16.18,15,17.14,51.41,38.43,12.99,0.25,0,4,November,11,11-15%,12.99,11.86,1.28,1.15,1.08,0.8275,0.11
ORD003684,2024-11-22,CUST00907,Repeat,Wales,TikTok,SKU030,Storage Basket Premium,Home & Kitchen,Premium,2,74.55,5,89.94,179.87,91.78,88.09,0.49,0,5,November,11,1-5%,88.09,45.89,1.28,1.15,1.0,0.9425,0.11
ORD003684,2024-11-22,CUST00907,Repeat,Wales,TikTok,SKU107,Treat Pouch Mid,Pet Supplies,Mid,2,23.33,5,28.15,56.29,32.75,23.54,0.42,0,4,November,11,1-5%,23.54,16.71,1.28,1.15,0.98,0.9425,0.11
ORD003685,2024-10-21,CUST00907,Repeat,Wales,Email,SKU106,Treat Pouch Budget,Pet Supplies,Budget,2,15.13,15,14.61,29.21,21.64,7.58,0.26,0,4,October,10,11-15%,7.58,11.04,1.12,0.92,0.98,0.862,0.04
ORD003686,2024-08-23,CUST00907,Repeat,Wales,TikTok,SKU041,Dish Rack Mid,Home & Kitchen,Mid,1,38.99,10,33.82,33.82,27.95,5.87,0.17,0,5,August,8,6-10%,5.87,27.95,0.98,1.15,1.0,0.885,0.11
ORD003687,2024-03-07,CUST00908,New,North West,Facebook Ads,SKU095,Facial Roller Mid,Beauty,Mid,3,30.98,5,26.96,80.89,45.09,35.8,0.44,0,5,March,3,1-5%,35.8,16.7,0.92,1.08,0.9,0.946,0.08
ORD003687,2024-03-07,CUST00908,New,North West,Facebook Ads,SKU101,Cat Brush Mid,Pet Supplies,Mid,3,24.13,10,19.8,59.41,49.36,10.04,0.17,0,5,March,3,6-10%,10.04,16.79,0.92,1.08,0.98,0.892,0.08
ORD003687,2024-03-07,CUST00908,New,North West,Facebook Ads,SKU020,Portable Power Bank Mid,Electronics,Mid,1,37.17,0,34.2,34.2,21.74,12.46,0.36,0,5,March,3,No Discount,12.46,20.13,0.92,1.08,1.08,1.0,0.08
ORD003688,2024-01-17,CUST00908,New,North West,Organic,SKU025,Air Fryer Liners Budget,Home & Kitchen,Budget,3,10.85,0,8.9,26.69,23.91,2.78,0.1,0,5,January,1,No Discount,2.78,7.97,0.82,0.88,1.0,1.0,0.05
ORD003688,2024-01-17,CUST00908,New,North West,Organic,SKU009,Bluetooth Speaker Premium,Electronics,Premium,1,88.48,10,66.17,66.17,40.74,25.43,0.38,0,5,January,1,6-10%,25.43,37.72,0.82,0.88,1.08,0.912,0.05
ORD003688,2024-01-17,CUST00908,New,North West,Organic,SKU087,Hair Towel Premium,Beauty,Premium,3,89.36,5,70.05,210.15,133.87,76.29,0.36,0,5,January,1,1-5%,76.29,49.58,0.82,0.88,0.9,0.956,0.05
ORD003689,2024-07-29,CUST00909,New,South West,Organic,SKU083,Scalp Massager Mid,Beauty,Mid,1,22.14,5,21.17,21.17,12.02,9.14,0.43,0,5,July,7,1-5%,9.14,13.36,1.0,0.88,0.9,0.956,0.05
ORD003690,2024-01-27,CUST00910,New,South East,TikTok,SKU005,USB Hub Mid,Electronics,Mid,2,35.27,15,23.93,47.86,45.84,2.03,0.04,0,4,January,1,11-15%,2.03,21.22,0.82,1.15,1.08,0.8275,0.11
ORD003690,2024-01-27,CUST00910,New,South East,TikTok,SKU059,Massage Ball Mid,Fitness,Mid,3,31.77,0,26.05,78.15,53.27,24.89,0.32,0,4,January,1,No Discount,24.89,18.69,0.82,1.15,0.95,1.0,0.11
ORD003690,2024-01-27,CUST00910,New,South East,TikTok,SKU104,Pet Blanket Mid,Pet Supplies,Mid,3,34.46,5,26.63,79.9,65.44,14.45,0.18,0,3,January,1,1-5%,14.45,22.26,0.82,1.15,0.98,0.9425,0.11
ORD003690,2024-01-27,CUST00910,New,South East,TikTok,SKU007,Bluetooth Speaker Budget,Electronics,Budget,2,11.05,10,8.02,16.04,17.78,-1.74,-0.11,0,5,January,1,6-10%,-1.74,8.23,0.82,1.15,1.08,0.885,0.11
ORD003691,2024-09-09,CUST00910,New,South East,Facebook Ads,SKU016,Phone Tripod Budget,Electronics,Budget,3,9.2,15,8.17,24.52,21.58,2.94,0.12,0,3,September,9,11-15%,2.94,6.66,1.06,1.08,1.08,0.838,0.08
ORD003691,2024-09-09,CUST00910,New,South East,Facebook Ads,SKU032,Kitchen Scale Mid,Home & Kitchen,Mid,3,30.21,10,28.56,85.69,63.57,22.12,0.26,0,5,September,9,6-10%,22.12,21.19,1.06,1.08,1.0,0.892,0.08
ORD003691,2024-09-09,CUST00910,New,South East,Facebook Ads,SKU108,Treat Pouch Premium,Pet Supplies,Premium,3,45.99,15,40.85,122.56,64.92,57.64,0.47,0,4,September,9,11-15%,57.64,22.08,1.06,1.08,0.98,0.838,0.08
ORD003692,2024-10-18,CUST00911,New,Wales,TikTok,SKU104,Pet Blanket Mid,Pet Supplies,Mid,2,34.46,10,34.16,68.31,43.63,24.68,0.36,0,4,October,10,6-10%,24.68,22.26,1.12,1.15,0.98,0.885,0.11
ORD003692,2024-10-18,CUST00911,New,Wales,TikTok,SKU107,Treat Pouch Mid,Pet Supplies,Mid,3,23.33,0,26.13,78.39,49.13,29.26,0.37,0,4,October,10,No Discount,29.26,16.71,1.12,1.15,0.98,1.0,0.11
ORD003693,2024-05-02,CUST00911,New,Wales,Organic,SKU063,Ankle Weights Premium,Fitness,Premium,1,43.56,15,37.81,37.81,26.66,11.15,0.29,0,5,May,5,11-15%,11.15,28.06,1.0,0.88,0.95,0.868,0.05
ORD003693,2024-05-02,CUST00911,New,Wales,Organic,SKU031,Kitchen Scale Budget,Home & Kitchen,Budget,2,11.41,5,10.91,21.82,15.3,6.52,0.3,1,5,May,5,1-5%,-3.26,7.65,1.0,0.88,1.0,0.956,0.05
ORD003694,2024-02-13,CUST00912,New,South East,Organic,SKU009,Bluetooth Speaker Premium,Electronics,Premium,3,88.48,5,72.74,218.23,122.21,96.02,0.44,0,4,February,2,1-5%,96.02,37.72,0.86,0.88,1.08,0.956,0.05
ORD003694,2024-02-13,CUST00912,New,South East,Organic,SKU056,Resistance Bands Mid,Fitness,Mid,1,34.67,5,28.5,28.5,23.42,5.09,0.18,0,5,February,2,1-5%,5.09,24.65,0.86,0.88,0.95,0.956,0.05
ORD003694,2024-02-13,CUST00912,New,South East,Organic,SKU010,Laptop Stand Budget,Electronics,Budget,1,13.98,5,11.49,11.49,11.88,-0.39,-0.03,0,5,February,2,1-5%,-0.39,11.0,0.86,0.88,1.08,0.956,0.05
ORD003694,2024-02-13,CUST00912,New,South East,Organic,SKU021,Portable Power Bank Premium,Electronics,Premium,1,55.9,5,45.96,45.96,32.8,13.16,0.29,0,5,February,2,1-5%,13.16,30.37,0.86,0.88,1.08,0.956,0.05
ORD003695,2024-05-10,CUST00912,New,South East,Google Ads,SKU034,Coffee Grinder Budget,Home & Kitchen,Budget,3,16.87,0,16.87,50.61,40.77,9.84,0.19,0,5,May,5,No Discount,9.84,13.59,1.0,1.05,1.0,1.0,0.07
ORD003696,2024-12-29,CUST00913,VIP,London,TikTok,SKU074,Face Serum Mid,Beauty,Mid,1,19.79,5,22.76,22.76,11.49,11.26,0.49,0,3,December,12,1-5%,11.26,12.77,1.22,1.15,0.9,0.9425,0.11
ORD003696,2024-12-29,CUST00913,VIP,London,TikTok,SKU024,LED Desk Lamp Premium,Electronics,Premium,1,88.12,5,101.32,101.32,54.7,46.62,0.46,0,5,December,12,1-5%,46.62,50.65,1.22,1.15,1.08,0.9425,0.11
ORD003697,2024-06-04,CUST00913,VIP,London,Google Ads,SKU086,Hair Towel Mid,Beauty,Mid,3,27.2,10,25.07,75.22,52.22,23.0,0.31,0,3,June,6,6-10%,23.0,19.34,1.03,1.05,0.9,0.895,0.07
ORD003697,2024-06-04,CUST00913,VIP,London,Google Ads,SKU116,Pet Grooming Glove Mid,Pet Supplies,Mid,3,27.36,10,25.22,75.67,56.07,19.6,0.26,0,5,June,6,6-10%,19.6,19.07,1.03,1.05,0.98,0.895,0.07
ORD003697,2024-06-04,CUST00913,VIP,London,Google Ads,SKU020,Portable Power Bank Mid,Electronics,Mid,1,37.17,10,34.27,34.27,21.74,12.52,0.37,0,5,June,6,6-10%,12.52,20.13,1.03,1.05,1.08,0.895,0.07
ORD003698,2024-09-06,CUST00913,VIP,London,Organic,SKU068,Protein Shaker Mid,Fitness,Mid,1,36.18,15,33.29,33.29,22.07,11.22,0.34,0,5,September,9,11-15%,11.22,23.23,1.06,0.88,0.95,0.868,0.05
